,Title,Release date,Genre,runTime,distributor,averageRating,numVotes,tconst,MPAA_Rating,is_sequel,is_franchise,is_adaptation,is_remake,budget,revenue,is_original,total_weeks,performance
743,The Love Scam,2025-01-01,Romantic comedy,101,Streaming,6.1,1734.0,tt34896285,R,0,0,0,0,0,0,original,3.0,Streaming-flop
744,"Umjolo: My Beginning, My End!",2025-01-03,Romantic comedy,73,Streaming,,,,,0,0,0,0,0,0,original,1.0,Streaming-flop
745,Wallace & Gromit: Vengeance Most Fowl,2025-01-03,Stop-motion comedy,82,Streaming,,,,,0,0,0,0,0,0,original,1.0,Streaming-flop
746,Ad Vitam,2025-01-10,Action thriller,98,Streaming,5.9,11121.0,tt32138452,R,0,0,0,0,0,0,original,5.0,Streaming-hit
747,Back in Action,2025-01-17,Action comedy,114,Streaming,5.9,65650.0,tt21191806,PG-13,0,0,0,0,0,0,original,7.0,Streaming-hit
748,The Sand Castle,2025-01-24,Drama,97,Streaming,,,,,0,0,0,0,0,0,original,2.0,Streaming-flop
749,Lucca's World,2025-01-31,Drama,96,Streaming,6.9,1784.0,tt28657879,PG-13,0,0,0,0,0,0,original,4.0,Streaming-flop
750,Kinda Pregnant,2025-02-05,Comedy,100,Streaming,4.9,18012.0,tt30253036,R,0,0,0,0,0,0,original,3.0,Streaming-flop
751,The Witcher: Sirens of the Deep,2025-02-11,Animation,91,Streaming,6.1,11057.0,tt15495150,R,0,0,0,0,0,0,original,1.0,Streaming-flop
752,Death Before the Wedding,2025-02-12,Comedy,106,Streaming,4.8,696.0,tt33255004,PG-13,0,0,0,0,0,0,original,2.0,Streaming-flop
753,Honeymoon Crasher,2025-02-12,Comedy,95,Streaming,5.6,3624.0,tt35300972,R,0,0,0,0,0,0,original,3.0,Streaming-flop
754,La Dolce Villa,2025-02-13,Romantic comedy,99,Streaming,6.0,12445.0,tt31519456,PG,0,0,0,0,0,0,original,3.0,Streaming-flop
755,Dhoom Dhaam,2025-02-14,Romantic comedy,108,Streaming,6.4,8485.0,tt21194868,R,0,0,0,0,0,0,original,3.0,Streaming-flop
756,Love Forever,2025-02-14,Romantic comedy,96,Streaming,5.2,1915.0,tt30308957,R,0,0,0,0,0,0,original,2.0,Streaming-flop
757,The Most Beautiful Girl in the World,2025-02-14,Romantic comedy,122,Streaming,6.2,1107.0,tt34749630,PG-13,0,0,0,0,0,0,original,3.0,Streaming-flop
758,Umjolo: There is No Cure,2025-02-14,Romantic comedy,78,Streaming,4.1,170.0,tt35520292,R,0,0,0,0,0,0,original,0.0,Streaming-flop
759,A Copenhagen Love Story,2025-02-26,Romance,105,Streaming,6.3,2265.0,tt33501878,R,0,0,0,0,0,0,original,3.0,Streaming-flop
760,Demon City,2025-02-27,Revenge thriller,107,Streaming,5.4,6246.0,tt35111035,R,0,0,1,0,0,0,non-original,4.0,Streaming-flop
761,The Wrong Track,2025-02-27,Drama,94,Streaming,6.0,1267.0,tt31828532,Not Rated,0,0,0,0,0,0,original,1.0,Streaming-flop
762,Sosyal Climbers,2025-02-27,Romantic comedy,103,Streaming,5.0,389.0,tt35624097,R,0,0,0,0,0,0,original,2.0,Streaming-flop
763,Counterattack,2025-02-28,Crime drama,85,Streaming,,,,,0,0,0,0,0,0,original,12.0,Streaming-hit
764,Squad 36,2025-02-28,Crime thriller,124,Streaming,5.5,3144.0,tt31032711,R,0,0,0,0,0,0,original,4.0,Streaming-flop
765,Delicious,2025-03-07,Drama,102,Streaming,4.4,6230.0,tt32047217,R,0,0,0,0,0,0,original,3.0,Streaming-flop
766,Nadaaniyan,2025-03-07,Romantic comedy,119,Streaming,3.0,16024.0,tt30422937,PG-13,0,0,0,0,0,0,original,2.0,Streaming-flop
767,Plankton: The Movie,2025-03-07,CGI animation musical comedy,87,Streaming,5.3,4553.0,tt32560777,G,0,0,0,0,0,0,original,4.0,Streaming-flop
768,The Electric State,2025-03-14,Science fiction adventure,128,Streaming,5.9,82982.0,tt7766378,PG-13,0,0,0,0,320000000,0,original,4.0,Streaming-flop
769,Little Siberia,2025-03-21,Comedy drama,106,Streaming,5.2,1851.0,tt31828346,R,0,0,0,0,0,0,original,2.0,Streaming-flop
770,Revelations,2025-03-21,Thriller,122,Streaming,6.0,5286.0,tt32648798,R,0,0,0,0,0,0,original,3.0,Streaming-flop
771,The Life List,2025-03-28,Romantic comedy,125,Streaming,6.8,39203.0,tt2172954,PG-13,0,0,0,0,0,0,original,6.0,Streaming-hit
772,Promised Hearts,2025-03-31,Religious romantic drama,109,Streaming,5.2,374.0,tt31107212,PG-13,0,0,0,0,0,0,original,2.0,Streaming-flop
773,Banger,2025-04-02,Comedy thriller,91,Streaming,4.9,1360.0,tt35434840,R,0,0,0,0,0,0,original,1.0,Streaming-flop
774,Test,2025-04-04,Sports drama,145,Streaming,5.1,2765.0,tt27477888,PG-13,0,0,0,0,0,0,original,0.0,Streaming-flop
775,The Dad Quest,2025-04-09,Drama,84,Streaming,5.5,628.0,tt36150950,PG-13,0,0,0,0,0,0,original,2.0,Streaming-flop
776,Frozen Hot Boys,2025-04-10,Drama,118,Streaming,6.2,484.0,tt35669015,Not Rated,0,0,0,0,0,0,original,1.0,Streaming-flop
777,Meet the Khumalos,2025-04-11,Comedy,93,Streaming,5.2,599.0,tt36242582,PG-13,0,0,0,0,0,0,original,2.0,Streaming-flop
778,iHostage,2025-04-18,Crime thriller,102,Streaming,5.7,13163.0,tt31181421,R,0,0,0,0,0,0,original,5.0,Streaming-hit
779,Bullet Train Explosion,2025-04-23,Action thriller,137,Streaming,6.2,9006.0,tt33452974,PG-13,0,1,0,1,0,0,non-original,5.0,Streaming-hit
780,Havoc,2025-04-25,Action thriller,107,Streaming,5.6,67561.0,tt14123284,R,0,0,0,0,90000000,0,original,6.0,Streaming-hit
781,Jewel Thief – The Heist Begins,2025-04-25,Heist action thriller,117,Streaming,,,,,0,0,0,0,0,0,original,0.0,Streaming-flop
782,Exterritorial,2025-04-30,Action thriller,109,Streaming,5.8,17912.0,tt30876483,R,0,0,0,0,0,0,original,15.0,Streaming-hit
783,The Biggest Fan,2025-05-01,Comedy,92,Streaming,4.4,436.0,tt31227132,R,0,0,0,0,0,0,original,1.0,Streaming-flop
784,Last Bullet,2025-05-07,Action-adventure,112,Streaming,6.3,3901.0,tt29768333,R,0,0,0,0,0,0,original,4.0,Streaming-flop
785,Nonnas,2025-05-09,Comedy,114,Streaming,6.8,45450.0,tt28309594,PG,0,0,0,0,0,0,original,5.0,Streaming-hit
786,Fear Street: Prom Queen,2025-05-23,Slasher,90,Streaming,5.1,25493.0,tt31433402,R,0,0,0,0,0,0,original,2.0,Streaming-flop
787,Off Track 2,2025-05-23,Sports comedy drama,97,Streaming,5.5,1124.0,tt32598081,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
788,A Widow's Game,2025-05-30,Crime thriller,122,Streaming,6.2,8589.0,tt33474172,R,0,0,0,0,0,0,original,6.0,Streaming-hit
789,Lost in Starlight,2025-05-30,Animated romantic drama,98,Streaming,7.0,5495.0,tt28664733,PG,0,0,0,0,0,0,original,0.0,Streaming-flop
790,The Heart Knows,2025-05-30,Drama,89,Streaming,5.8,1131.0,tt33244550,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
791,K.O.,2025-06-06,Action,86,Streaming,5.8,5099.0,tt36240772,R,0,0,0,0,0,0,original,11.0,Streaming-hit
792,Straw,2025-06-06,Drama,107,Streaming,6.5,30466.0,tt32550101,R,0,0,0,0,0,0,original,0.0,Streaming-flop
793,Our Times,2025-06-11,Comedy,90,Streaming,5.4,2982.0,tt35630700,PG-13,0,0,0,0,0,0,original,2.0,Streaming-flop
794,KPop Demon Hunters,2025-06-20,CGI animation musical fantasy,99,Streaming,7.5,122289.0,tt14205554,PG,0,0,0,0,100000000,24619953,original,39.0,Streaming-hit
795,Semi-Soeter,2025-06-20,Comedy,92,Streaming,4.7,254.0,tt10727696,PG,0,0,0,0,0,0,original,2.0,Streaming-flop
796,The Old Guard 2,2025-07-02,Superhero,106,Streaming,5.1,44796.0,tt14961624,R,0,0,0,0,0,0,original,4.0,Streaming-flop
797,Ziam,2025-07-09,Horror,96,Streaming,4.9,4641.0,tt35669009,R,0,0,0,0,0,0,original,3.0,Streaming-flop
798,Brick,2025-07-10,Thriller,100,Streaming,5.5,25974.0,tt31806049,R,0,0,0,0,0,0,original,9.0,Streaming-hit
799,Aap Jaisa Koi,2025-07-11,Romantic comedy,115,Streaming,5.8,5858.0,tt33888131,PG-13,0,0,0,0,0,0,original,3.0,Streaming-flop
800,Almost Cops,2025-07-11,Comedy,97,Streaming,5.0,3348.0,tt27675583,R,0,0,0,0,0,0,original,3.0,Streaming-flop
801,Madea's Destination Wedding,2025-07-11,Comedy,104,Streaming,5.1,3528.0,tt33299083,PG-13,0,0,0,0,0,0,original,0.0,Streaming-flop
802,Almost Family,2025-07-18,Comedy,81,Streaming,4.7,1246.0,tt37457638,PG,0,0,0,0,0,0,original,3.0,Streaming-flop
803,Wall to Wall,2025-07-18,Suspense thriller,118,Streaming,5.9,7940.0,tt32237537,R,0,0,0,0,0,0,original,3.0,Streaming-flop
804,A Normal Woman,2025-07-24,Psychological thriller,110,Streaming,4.4,1271.0,tt35668683,R,0,0,0,0,0,0,original,2.0,Streaming-flop
805,Happy Gilmore 2,2025-07-25,Sports comedy,117,Streaming,6.1,115030.0,tt31868189,PG-13,1,1,0,0,152000000,0,non-original,5.0,Streaming-hit
806,An Honest Life,2025-07-31,Thriller,122,Streaming,5.6,1661.0,tt29383300,R,0,0,0,0,0,0,original,2.0,Streaming-flop
807,My Oxford Year,2025-08-01,Coming-of-age romantic comedy,112,Streaming,5.9,27925.0,tt4978342,PG-13,0,0,0,0,0,0,original,4.0,Streaming-flop
808,Fixed,2025-08-13,Adult animated romantic comedy,86,Streaming,5.2,5048.0,tt8785038,R,0,0,0,0,3000000,0,original,1.0,Streaming-flop
809,Night Always Comes,2025-08-15,Crime drama,110,Streaming,5.9,15259.0,tt31567422,R,0,0,0,0,0,0,original,2.0,Streaming-flop
810,Fall for Me,2025-08-21,Erotic thriller,105,Streaming,4.8,5436.0,tt32543884,R,0,0,0,0,0,0,original,8.0,Streaming-hit
811,Gold Rush Gang,2025-08-21,Historical drama,120,Streaming,4.1,357.0,tt36711248,R,0,0,0,0,0,0,original,1.0,Streaming-flop
812,One Hit Wonder,2025-08-21,Romantic comedy,112,Streaming,4.7,154.0,tt35657531,Not Rated,0,0,0,0,0,0,original,0.0,Streaming-flop
813,Abandoned Man,2025-08-22,Drama,91,Streaming,5.8,3833.0,tt34691776,Not Rated,0,0,0,0,0,0,original,4.0,Streaming-flop
814,Fantasy Football Ruined Our Lives,2025-08-27,Comedy,98,Streaming,4.9,795.0,tt37038661,Not Rated,0,0,0,0,0,0,original,0.0,Streaming-flop
815,Planet Single: Greek Adventure,2025-08-27,Comedy,100,Streaming,3.9,485.0,tt37727295,Not Rated,0,0,0,0,0,0,original,1.0,Streaming-flop
816,The Thursday Murder Club,2025-08-28,Mystery,120,Streaming,6.5,82620.0,tt12001534,PG-13,0,0,0,0,0,0,original,4.0,Streaming-flop
817,Love Untangled,2025-08-29,Coming-of-age romance,121,Streaming,7.1,4483.0,tt33549683,PG,0,0,0,0,0,0,original,6.0,Streaming-hit
818,Inspector Zende,2025-09-05,Comedy,112,Streaming,5.8,3108.0,tt35076553,R,0,0,0,0,0,0,original,3.0,Streaming-flop
819,Kontrabida Academy,2025-09-11,Comedy,108,Streaming,5.9,430.0,tt35652650,PG-13,0,0,0,0,0,0,original,2.0,Streaming-flop
820,The Wrong Paris,2025-09-12,Romantic comedy,107,Streaming,6.1,13563.0,tt33039440,NR,0,0,0,0,0,0,original,4.0,Streaming-flop
821,Same Day with Someone,2025-09-18,Romantic comedy,119,Streaming,5.4,236.0,tt35669032,PG-13,0,0,0,0,0,0,original,0.0,Streaming-flop
822,She Said Maybe,2025-09-19,Romantic comedy,107,Streaming,4.9,1839.0,tt36754289,PG-13,0,0,0,0,0,0,original,3.0,Streaming-flop
823,French Lover,2025-09-26,Romantic comedy,122,Streaming,6.2,6165.0,tt32360696,R,0,0,0,0,0,0,original,4.0,Streaming-flop
824,Mantis,2025-09-26,Action,113,Streaming,5.3,3789.0,tt33312131,R,0,0,0,0,0,0,original,3.0,Streaming-flop
825,Ruth & Boaz,2025-09-26,Romance,93,Streaming,6.0,2400.0,tt32306048,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
826,Steve,2025-10-03,Drama,93,Streaming,6.4,17836.0,tt32985279,R,0,0,0,0,0,0,original,0.0,Streaming-flop
827,Caramelo,2025-10-08,Comedy,101,Streaming,7.1,8264.0,tt32549601,PG-13,0,0,0,0,0,0,original,8.0,Streaming-hit
828,Swim to Me,2025-10-10,Drama,103,Streaming,5.5,423.0,tt34682204,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
829,The Woman in Cabin 10,2025-10-10,Psychological thriller,95,Streaming,5.8,66182.0,tt7130300,R,0,0,0,0,0,0,original,5.0,Streaming-hit
830,Everybody Loves Me When I'm Dead,2025-10-14,Crime drama,128,Streaming,5.9,506.0,tt35669054,R,0,0,0,0,0,0,original,1.0,Streaming-flop
831,Inside Furioza,2025-10-15,Action,167,Streaming,6.2,1932.0,tt36265413,R,0,0,0,0,0,0,original,2.0,Streaming-flop
832,The Time That Remains,2025-10-16,Romantic drama,117,Streaming,4.8,222.0,tt38366532,R,0,0,0,0,0,0,original,0.0,Streaming-flop
833,27 Nights,2025-10-17,Drama,108,Streaming,6.4,1525.0,tt38095263,R,0,0,0,0,0,0,original,3.0,Streaming-flop
834,Good News,2025-10-17,Action thriller,138,Streaming,6.6,3469.0,tt33550069,R,0,0,0,0,0,0,original,2.0,Streaming-flop
835,She Walks in Darkness,2025-10-17,Political thriller,108,Streaming,6.6,3449.0,tt32129665,R,0,0,0,0,0,0,original,2.0,Streaming-flop
836,The Twits,2025-10-17,CGI animation comedy,102,Streaming,4.7,4031.0,tt0498396,PG,0,0,0,0,0,0,original,3.0,Streaming-flop
837,The Elixir,2025-10-23,Zombie thriller,117,Streaming,5.3,6139.0,tt32643830,R,0,0,0,0,0,0,original,3.0,Streaming-flop
838,A House of Dynamite,2025-10-24,Political thriller,115,Streaming,6.4,111717.0,tt32376165,R,0,0,0,0,0,181125,original,0.0,Streaming-flop
839,Ballad of a Small Player,2025-10-29,Psychological thriller,102,Streaming,5.9,23316.0,tt32063098,R,0,0,0,0,0,0,original,2.0,Streaming-flop
840,Baramulla,2025-11-07,Horror,112,Streaming,,,,,0,0,0,0,0,0,original,2.0,Streaming-flop
841,Frankenstein,2025-11-07,Gothic science fiction,152,Streaming,7.4,280653.0,tt1312221,R,0,0,0,0,120000000,480678,original,5.0,Streaming-hit
842,Groom & Two Brides,2025-11-07,Comedy,97,Streaming,,,,,0,0,0,0,0,0,original,2.0,Streaming-flop
843,Mango,2025-11-07,Romance,96,Streaming,5.7,2117.0,tt33293169,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
844,A Merry Little Ex-Mas,2025-11-12,Christmas romantic comedy,91,Streaming,5.3,10652.0,tt34992378,PG,0,0,0,0,0,0,original,4.0,Streaming-flop
845,Tee Yai: Born to Be Bad,2025-11-13,Crime drama,117,Streaming,5.2,340.0,tt35669044,R,0,0,0,0,0,0,original,0.0,Streaming-flop
846,In Your Dreams,2025-11-14,CGI animation fantasy,91,Streaming,6.5,6774.0,tt27604215,PG,0,0,0,0,0,0,original,4.0,Streaming-flop
847,Lefter: The Story of the Ordinarius,2025-11-14,Drama,126,Streaming,6.5,3353.0,tt34433451,Not Rated,0,0,0,0,0,0,original,0.0,Streaming-flop
848,Champagne Problems,2025-11-19,Christmas romantic comedy,99,Streaming,6.0,12778.0,tt33053440,PG-13,0,0,0,0,0,0,original,3.0,Streaming-flop
849,The Son of a Thousand Men,2025-11-19,Drama,127,Streaming,7.4,2170.0,tt33402908,R,0,0,0,0,0,0,original,1.0,Streaming-flop
850,The Follies,2025-11-20,Anthology drama,121,Streaming,6.4,501.0,tt31226985,Not Rated,0,0,0,0,0,0,original,0.0,Streaming-flop
851,Train Dreams,2025-11-21,Drama,103,Streaming,7.5,83605.0,tt29768334,PG-13,0,0,0,0,10000000,0,original,2.0,Streaming-flop
852,Jingle Bell Heist,2025-11-26,Christmas romantic comedy,96,Streaming,5.8,14153.0,tt24852126,PG-13,0,0,0,0,0,0,original,3.0,Streaming-flop
853,Troll 2,2025-12-01,Monster,104,Streaming,5.3,12401.0,tt29232158,PG-13,1,1,0,0,11200000,0,non-original,7.0,Streaming-hit
854,My Secret Santa,2025-12-03,Christmas romantic comedy,92,Streaming,5.6,9712.0,tt35219851,PG,0,0,0,0,0,0,original,4.0,Streaming-flop
855,I Wish You Had Told Me,2025-12-04,Drama,103,Streaming,5.6,169.0,tt38884553,Not Rated,0,0,0,0,0,0,original,0.0,Streaming-flop
856,Jay Kelly,2025-12-05,Comedy drama,133,Streaming,6.5,36916.0,tt30446847,R,0,0,0,0,0,0,original,2.0,Streaming-flop
857,Love and Wine,2025-12-05,Romantic comedy,109,Streaming,5.4,335.0,tt38907962,Not Rated,0,0,0,0,0,0,original,0.0,Streaming-flop
858,Stephen,2025-12-05,Crime drama,123,Streaming,5.4,1533.0,tt38681567,R,0,0,0,0,0,0,original,0.0,Streaming-flop
859,The Night My Dad Saved Christmas 2,2025-12-05,Comedy,94,Streaming,4.6,348.0,tt38895441,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
860,Lost in the Spotlight,2025-12-11,Comedy drama,115,Streaming,5.7,253.0,tt35668447,Not Rated,0,0,0,0,0,0,original,0.0,Streaming-flop
861,The Fakenapping,2025-12-11,Comedy,86,Streaming,4.2,377.0,tt38938597,PG-13,0,0,0,0,0,0,original,0.0,Streaming-flop
862,Wake Up Dead Man: A Knives Out Mystery,2025-12-12,Murder mystery,146,Streaming,,,,,0,0,0,0,0,0,original,5.0,Streaming-hit
863,10Dance,2025-12-18,Romance,128,Streaming,,,,,0,0,0,0,0,0,original,0.0,Streaming-flop
864,A Time for Bravery,2025-12-19,Comedy,107,Streaming,6.2,1570.0,tt37961727,R,0,0,0,0,0,0,original,0.0,Streaming-flop
865,Raat Akeli Hai − The Bansal Murders,2025-12-19,Crime drama,136,Streaming,,,,,0,0,0,0,0,0,original,0.0,Streaming-flop
866,The Great Flood,2025-12-19,Dystopian action,108,Streaming,5.4,22129.0,tt29927663,R,0,0,0,0,0,0,original,7.0,Streaming-hit
867,Goodbye June,2025-12-24,Drama,116,Streaming,6.7,9280.0,tt35766629,R,0,0,0,0,0,0,original,2.0,Streaming-flop
