,Title,Release date,Genre,runTime,distributor,averageRating,numVotes,tconst,MPAA_Rating,is_sequel,is_franchise,is_adaptation,is_remake,budget,revenue,is_original,total_weeks,performance
370,Day Shift,2022-08-12,Fantasy comedy,113,Streaming,6.1,98521.0,tt13314558,R,0,0,0,0,100000000,0,original,4.0,Streaming-flop
371,Look Both Ways,2022-08-17,Romantic comedy,111,Streaming,6.3,26940.0,tt14298328,PG-13,0,0,0,0,0,0,original,3.0,Streaming-flop
372,Royalteen,2022-08-17,Coming-of-age,108,Streaming,5.3,3200.0,tt15022184,R,0,0,0,0,0,0,original,3.0,Streaming-flop
373,The Next 365 Days,2022-08-19,Erotic thriller,113,Streaming,2.9,12940.0,tt21106646,R,0,0,0,0,0,0,original,3.0,Streaming-flop
374,That's Amor,2022-08-25,Romantic comedy,96,Streaming,5.4,4460.0,tt21388556,PG-13,0,0,0,0,0,0,original,2.0,Streaming-flop
375,Loving Adults,2022-08-26,Thriller,105,Streaming,6.5,15952.0,tt14592948,Not Rated,0,0,0,0,0,0,original,7.0,Streaming-hit
376,Me Time,2022-08-26,Comedy,104,Streaming,5.1,45084.0,tt14309446,R,0,0,0,0,0,0,original,5.0,Streaming-hit
377,Seoul Vibe,2022-08-26,Action,140,Streaming,5.5,2469.0,tt13611770,R,0,0,0,0,0,0,original,3.0,Streaming-flop
378,I Came By,2022-08-31,Thriller,110,Streaming,6.2,38882.0,tt15083184,R,0,0,0,0,0,0,original,3.0,Streaming-flop
379,Fenced in,2022-09-01,Comedy,110,Streaming,4.5,841.0,tt21742248,Not Rated,0,0,0,0,0,0,original,0.0,Streaming-flop
380,Love in the Villa,2022-09-01,Romantic comedy,115,Streaming,5.5,15129.0,tt15463032,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
381,The Festival of Troubadours,2022-09-02,Drama,102,Streaming,5.8,3452.0,tt15335282,R,0,0,0,0,0,0,original,1.0,Streaming-flop
382,End of the Road,2022-09-09,Crime thriller,91,Streaming,4.8,9702.0,tt13655328,R,0,0,0,0,0,0,original,3.0,Streaming-flop
383,No Limit,2022-09-09,Thriller,118,Streaming,5.8,4465.0,tt14995258,Not Rated,0,0,0,0,10503445,0,original,4.0,Streaming-flop
384,Broad Peak,2022-09-14,Thriller,102,Streaming,6.0,2529.0,tt8983230,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
385,Do Revenge,2022-09-16,Black comedy,118,Streaming,6.3,56580.0,tt13327038,NR,0,0,0,0,0,0,original,3.0,Streaming-flop
386,Drifting Home,2022-09-16,Anime,120,Streaming,6.3,5715.0,tt15494038,PG,0,0,0,0,0,0,original,3.0,Streaming-flop
387,I Used to Be Famous,2022-09-16,Musical drama,104,Streaming,6.6,12370.0,tt15807910,R,0,0,0,0,0,0,original,1.0,Streaming-flop
388,Jogi,2022-09-16,Drama,116,Streaming,7.1,7273.0,tt21848358,Not Rated,0,0,0,0,0,0,original,1.0,Streaming-flop
389,The Perfumier,2022-09-21,Crime drama,96,Streaming,3.6,1968.0,tt21916206,R,0,0,0,0,0,0,original,2.0,Streaming-flop
390,A Jazzman's Blues,2022-09-23,Drama,128,Streaming,6.8,4896.0,tt14307536,R,0,0,0,0,0,0,original,2.0,Streaming-flop
391,Lou,2022-09-23,Thriller,107,Streaming,6.1,38132.0,tt5315210,R,0,0,0,0,0,0,original,3.0,Streaming-flop
392,Athena,2022-09-23,Drama,97,Streaming,6.8,25339.0,tt15445056,R,0,0,0,0,0,0,original,0.0,Streaming-flop
393,Blonde,2022-09-28,Biographical drama,167,Streaming,5.4,77983.0,tt1655389,NC-17,0,0,0,0,22000000,0,original,3.0,Streaming-flop
394,Aníkúlápó,2022-09-30,Fantasy drama,142,Streaming,,,,,0,0,0,0,0,0,original,3.0,Streaming-flop
395,Plan A Plan B,2022-09-30,Romantic comedy,106,Streaming,4.6,3596.0,tt15238986,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
396,Rainbow,2022-09-30,Fantasy drama,118,Streaming,4.7,1198.0,tt14722598,R,0,0,0,0,0,0,original,0.0,Streaming-flop
397,Jumping from High Places,2022-10-05,Drama,88,Streaming,5.8,1410.0,tt22071864,PG-13,0,0,0,0,0,0,original,2.0,Streaming-flop
398,Mr. Harrigan's Phone,2022-10-05,Horror,106,Streaming,6.0,44006.0,tt12908110,PG-13,0,0,1,0,0,0,non-original,3.0,Streaming-flop
399,Togo,2022-10-05,Thriller,95,Streaming,5.4,737.0,tt15686024,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
400,Doll House,2022-10-07,Drama,106,Streaming,6.4,602.0,tt22038236,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
401,Luckiest Girl Alive,2022-10-07,Mystery,115,Streaming,6.4,59824.0,tt4595186,R,0,0,0,0,0,0,original,4.0,Streaming-flop
402,Old People,2022-10-07,Horror,101,Streaming,5.1,7905.0,tt21933110,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
403,Someone Borrowed,2022-10-11,Romantic comedy,107,Streaming,5.7,1969.0,tt22091698,Not Rated,0,0,0,0,0,0,original,4.0,Streaming-flop
404,The Curse of Bridge Hollow,2022-10-14,Comedy,91,Streaming,5.6,13985.0,tt15289240,PG-13,0,0,0,0,0,0,original,4.0,Streaming-flop
405,The School for Good and Evil,2022-10-19,Children's fantasy,148,Streaming,5.9,41592.0,tt2935622,PG-13,0,0,0,0,0,0,original,4.0,Streaming-flop
406,The Stranger,2022-10-19,Thriller,117,Streaming,6.6,30255.0,tt11897478,R,0,0,0,0,0,149441,original,2.0,Streaming-flop
407,20th Century Girl,2022-10-21,Romantic,121,Streaming,7.4,14822.0,tt15340724,Not Rated,0,0,0,0,119,0,original,4.0,Streaming-flop
408,Hellhole,2022-10-26,Horror,90,Streaming,5.8,9708.0,tt19724142,R,0,0,0,0,0,0,original,2.0,Streaming-flop
409,Robbing Mussolini,2022-10-26,Action comedy,90,Streaming,5.5,2985.0,tt14270848,Not Rated,0,0,0,0,12000000,0,original,2.0,Streaming-flop
410,The Good Nurse,2022-10-26,Drama,123,Streaming,6.8,89813.0,tt4273800,R,0,0,0,0,0,0,original,4.0,Streaming-flop
411,Beyond the Universe,2022-10-27,Romantic drama,127,Streaming,6.6,2863.0,tt16027944,R,0,0,0,0,0,0,original,5.0,Streaming-hit
412,All Quiet on the Western Front,2022-10-28,War drama,148,Streaming,7.8,311513.0,tt1016150,R,0,0,0,0,20000000,0,original,23.0,Streaming-hit
413,Cici,2022-10-28,Drama,151,Streaming,,,,,0,0,0,0,0,0,original,0.0,Streaming-flop
414,Wendell & Wild,2022-10-28,Stop motion fantasy horror comedy,106,Streaming,6.4,14790.0,tt5181830,PG-13,0,0,0,0,0,0,original,0.0,Streaming-flop
415,Wild Is the Wind,2022-10-28,Crime drama,123,Streaming,5.6,1847.0,tt22437050,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
416,The Takeover,2022-11-01,Action / thriller,88,Streaming,5.8,34.0,tt6662296,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
417,The Soccer Football Movie,2022-11-09,CGI animation sports comedy,73,Streaming,3.1,1454.0,tt22774688,PG,0,0,0,0,0,0,original,0.0,Streaming-flop
418,Falling for Christmas,2022-11-10,Romantic comedy,95,Streaming,5.3,33783.0,tt14715170,PG,0,0,0,0,0,0,original,7.0,Streaming-hit
419,Lost Bullet 2: Back for More,2022-11-10,Action,100,Streaming,6.3,7095.0,tt14465706,R,1,1,0,0,0,0,non-original,0.0,Streaming-flop
420,Don't Leave,2022-11-11,Drama,107,Streaming,5.2,2173.0,tt18450548,R,0,0,0,0,0,0,original,2.0,Streaming-flop
421,"Monica, O My Darling",2022-11-11,Neo-noir comedy thriller,130,Streaming,7.4,23961.0,tt15128068,R,0,0,0,0,0,0,original,2.0,Streaming-flop
422,My Father's Dragon,2022-11-11,Animated fantasy adventure,103,Streaming,6.5,4123.0,tt9288748,PG,0,0,0,0,0,0,original,0.0,Streaming-flop
423,The Lost Lotteries,2022-11-16,Comedy,106,Streaming,5.5,431.0,tt22695198,Not Rated,0,0,0,0,0,0,original,0.0,Streaming-flop
424,The Wonder,2022-11-16,Psychological drama,109,Streaming,6.6,49098.0,tt9288822,R,0,0,0,0,0,0,original,2.0,Streaming-flop
425,Christmas with You,2022-11-17,Romantic comedy,90,Streaming,5.6,8624.0,tt15824322,PG,0,0,0,0,0,0,original,2.0,Streaming-flop
426,Slumberland,2022-11-18,Fantasy adventure,120,Streaming,6.7,35782.0,tt13320662,PG,0,1,0,1,35000000,0,non-original,4.0,Streaming-flop
427,Christmas on Mistletoe Farm,2022-11-23,Comedy,103,Streaming,4.5,2269.0,tt20561114,G,0,0,0,0,0,0,original,2.0,Streaming-flop
428,Lesson Plan,2022-11-23,Crime drama,99,Streaming,5.0,2313.0,tt23343786,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
429,The Swimmers,2022-11-23,Drama,135,Streaming,7.4,40149.0,tt8745676,PG-13,0,0,0,0,0,0,original,3.0,Streaming-flop
430,Who's a Good Boy?,2022-11-23,Comedy,95,Streaming,4.7,885.0,tt18082726,R,0,0,0,0,0,0,original,2.0,Streaming-flop
431,The Noel Diary,2022-11-24,Drama,100,Streaming,6.2,22216.0,tt13007592,PG,0,0,0,0,0,0,original,4.0,Streaming-flop
432,A Man of Action,2022-11-30,Biopic,111,Streaming,6.4,3841.0,tt12703292,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
433,Christmas Full of Grace,2022-11-30,Romantic comedy,105,Streaming,4.6,936.0,tt23556786,R,0,0,0,0,0,0,original,2.0,Streaming-flop
434,My Name Is Vendetta,2022-11-30,Thriller,90,Streaming,5.6,6918.0,tt15229674,R,0,0,0,0,0,0,original,11.0,Streaming-hit
435,Qala,2022-12-01,Drama,119,Streaming,7.2,8476.0,tt14428598,Not Rated,0,0,0,0,0,0,original,0.0,Streaming-flop
436,Troll,2022-12-01,Monster,103,Streaming,5.8,58319.0,tt11116912,PG-13,0,0,0,0,0,0,original,15.0,Streaming-hit
437,Lady Chatterley's Lover,2022-12-02,Romantic drama,127,Streaming,6.6,27312.0,tt14369780,R,0,0,0,0,0,0,original,3.0,Streaming-flop
438,Scrooge: A Christmas Carol,2022-12-02,CGI animation musical fantasy comedy drama,101,Streaming,6.2,9194.0,tt20917338,G,0,1,0,1,0,0,non-original,3.0,Streaming-flop
439,Delivery by Christmas,2022-12-06,Romantic comedy,100,Streaming,5.6,1119.0,tt19723342,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
440,Burning Patience,2022-12-07,Drama,90,Streaming,6.0,409.0,tt15920912,,0,0,0,0,0,0,original,0.0,Streaming-flop
441,The Marriage App,2022-12-07,Drama,101,Streaming,5.5,2341.0,tt18688184,R,0,0,0,0,0,0,original,2.0,Streaming-flop
442,The Claus Family 3,2022-12-08,Fantasy,73,Streaming,4.6,873.0,tt19072084,Not Rated,1,1,0,0,0,0,non-original,2.0,Streaming-flop
443,Guillermo del Toro's Pinocchio,2022-12-09,Stop motion fantasy musical drama,116,Streaming,7.6,143117.0,tt1488589,PG,0,0,0,0,35000000,0,original,0.0,Streaming-flop
444,I Believe in Santa,2022-12-14,Romantic comedy,90,Streaming,4.6,4945.0,tt23722792,PG,0,0,0,0,0,0,original,2.0,Streaming-flop
445,The Big 4,2022-12-15,Action comedy,141,Streaming,6.1,4492.0,tt15528292,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
446,"Bardo, False Chronicle of a Handful of Truths",2022-12-16,Comedy,159,Streaming,,,,,0,0,0,0,0,0,original,0.0,Streaming-flop
447,Private Lesson,2022-12-16,Romantic comedy,89,Streaming,4.8,2384.0,tt23782662,R,0,0,0,0,0,0,original,2.0,Streaming-flop
448,A Not So Merry Christmas,2022-12-20,Comedy,100,Streaming,4.8,1185.0,tt23808016,PG-13,0,1,0,1,0,0,non-original,2.0,Streaming-flop
449,Glass Onion: A Knives Out Mystery,2022-12-23,Murder mystery,139,Streaming,,,,,0,0,0,0,0,0,original,7.0,Streaming-hit
450,A Night at the Kindergarten,2022-12-28,Black comedy,97,Streaming,5.7,749.0,tt19724270,Not Rated,0,0,0,0,0,0,original,0.0,Streaming-flop
451,White Noise,2022-12-30,Black comedy,136,Streaming,5.7,47491.0,tt6160448,R,0,0,0,0,100000000,71476,original,2.0,Streaming-flop
452,The Pale Blue Eye,2023-01-06,Historical thriller drama,130,Streaming,,,,,0,0,0,0,0,0,original,4.0,Streaming-flop
453,Noise,2023-01-11,Drama,105,Streaming,,,,,0,0,0,0,0,0,original,2.0,Streaming-flop
454,Dog Gone,2023-01-13,Family drama,95,Streaming,6.1,7094.0,tt15334430,PG,0,0,0,0,0,0,original,3.0,Streaming-flop
455,Disconnect: The Wedding Planner,2023-01-13,Romantic comedy,107,Streaming,,,,,0,0,0,0,0,0,original,1.0,Streaming-flop
456,Alkhallat+,2023-01-19,Satirical thriller,117,Streaming,,,,,0,0,0,0,0,0,original,1.0,Streaming-flop
457,Jung E,2023-01-20,Sci-fi action / adventure,99,Streaming,,,,,0,0,0,0,0,0,original,0.0,Streaming-flop
458,Mission Majnu,2023-01-20,Spy thriller,129,Streaming,6.9,45541.0,tt13131232,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
459,The Price of Family,2023-01-25,Comedy,90,Streaming,,,,,0,0,0,0,0,0,original,2.0,Streaming-flop
460,You People,2023-01-27,Comedy,118,Streaming,5.5,66984.0,tt14826022,R,0,0,0,0,0,0,original,4.0,Streaming-flop
461,True Spirit,2023-02-03,Biopic,109,Streaming,6.8,12168.0,tt2353868,PG,0,0,0,0,0,0,original,3.0,Streaming-flop
462,Infiesto,2023-02-03,Thriller,96,Streaming,5.6,5548.0,tt15789492,R,0,0,0,0,0,0,original,3.0,Streaming-flop
463,Dear David,2023-02-09,Coming-of-age romantic drama,118,Streaming,5.7,1083.0,tt21986198,PG-13,0,0,0,0,0,0,original,0.0,Streaming-flop
464,Your Place or Mine,2023-02-10,Romantic comedy,111,Streaming,5.7,44259.0,tt12823454,PG-13,0,0,0,0,0,0,original,4.0,Streaming-flop
465,Squared Love All Over Again,2023-02-13,Romantic comedy,100,Streaming,4.7,842.0,tt26369131,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
466,All the Places,2023-02-14,Comedy drama,97,Streaming,5.6,443.0,tt12616964,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
467,Unlocked,2023-02-17,Thriller,117,Streaming,6.4,13846.0,tt26160190,Not Rated,0,1,0,1,0,0,non-original,4.0,Streaming-flop
468,The Strays,2023-02-22,Drama,97,Streaming,4.9,13338.0,tt16437278,R,0,0,0,0,0,0,original,2.0,Streaming-flop
469,Call Me Chihiro,2023-02-23,Drama,131,Streaming,7.0,4656.0,tt21825858,PG-13,0,0,0,0,0,0,original,2.0,Streaming-flop
470,We Have a Ghost,2023-02-24,Family adventure,127,Streaming,6.1,36657.0,tt7798604,PG-13,0,0,0,0,0,0,original,5.0,Streaming-hit
471,Tonight You're Sleeping with Me,2023-03-01,Romantic drama,93,Streaming,3.9,1353.0,tt26548664,R,0,0,0,0,0,0,original,2.0,Streaming-flop
472,10 Days of a Good Man,2023-03-03,Drama,124,Streaming,6.5,6336.0,tt23334464,R,0,0,0,0,0,0,original,2.0,Streaming-flop
473,Love at First Kiss,2023-03-03,Romantic comedy,96,Streaming,,,,,0,0,0,0,0,0,original,3.0,Streaming-flop
474,Faraway,2023-03-08,Romantic comedy,109,Streaming,6.7,6709.0,tt18747542,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
475,Have a Nice Day!,2023-03-10,Comedy,93,Streaming,5.5,323.0,tt26739643,Not Rated,0,0,0,0,0,0,original,0.0,Streaming-flop
476,Luther: The Fallen Sun,2023-03-10,Crime drama,130,Streaming,6.4,72040.0,tt3155298,R,0,0,0,0,0,0,original,5.0,Streaming-hit
477,In His Shadow,2023-03-17,Drama,89,Streaming,4.9,995.0,tt26763229,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
478,Noise,2023-03-17,Thriller,90,Streaming,3.5,4942.0,tt21326658,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
479,The Magician's Elephant,2023-03-17,CGI animation fantasy adventure,103,Streaming,6.6,6719.0,tt2560092,PG,0,0,0,0,0,0,original,3.0,Streaming-flop
480,Chor Nikal Ke Bhaga,2023-03-24,Heist thriller,110,Streaming,7.2,56273.0,tt22297828,Not Rated,0,0,0,0,0,0,original,4.0,Streaming-flop
481,Kill Boksoon,2023-03-31,Crime thriller,139,Streaming,6.6,15980.0,tt16900880,R,0,0,0,0,0,0,original,8.0,Streaming-hit
482,Murder Mystery 2,2023-03-31,Mystery comedy,90,Streaming,5.7,82892.0,tt15255288,PG-13,1,1,0,0,0,0,non-original,5.0,Streaming-hit
483,Chupa,2023-04-07,Fantasy adventure,98,Streaming,5.6,8083.0,tt14923260,PG,0,0,0,0,0,0,original,4.0,Streaming-flop
484,Kings of Mulberry Street: Let Love Reign,2023-04-07,Comedy,109,Streaming,4.7,116.0,tt13014820,PG-13,0,0,0,0,0,0,original,0.0,Streaming-flop
485,Oh Belinda,2023-04-07,Drama,97,Streaming,5.3,3808.0,tt20567314,R,0,1,0,1,0,0,non-original,2.0,Streaming-flop
486,Hunger,2023-04-08,Thriller drama,130,Streaming,,,,,0,0,0,0,0,0,original,6.0,Streaming-hit
487,Queens on the Run,2023-04-14,Comedy,97,Streaming,4.6,1085.0,tt21736218,Not Rated,0,0,0,0,0,0,original,5.0,Streaming-hit
488,Phenomena,2023-04-14,Comedy,94,Streaming,5.4,3498.0,tt18315204,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
489,A Tourist's Guide to Love,2023-04-21,Romantic comedy,96,Streaming,5.8,8374.0,tt20115096,PG,0,0,0,0,0,0,original,3.0,Streaming-flop
490,Chokehold,2023-04-21,Thriller,112,Streaming,5.7,5122.0,tt18353064,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
491,One More Time,2023-04-21,Comedy,85,Streaming,5.8,2863.0,tt21216870,R,0,0,0,0,0,0,original,2.0,Streaming-flop
492,"Kiss, Kiss!",2023-04-26,Romantic comedy,107,Streaming,,,,,0,0,0,0,0,0,original,2.0,Streaming-flop
493,The Matchmaker,2023-04-27,Psychological thriller,81,Streaming,3.7,654.0,tt22497824,Not Rated,0,0,0,0,0,0,original,0.0,Streaming-flop
494,AKA,2023-04-28,Action thriller,124,Streaming,6.6,14790.0,tt27197387,Not Rated,0,0,0,0,0,0,original,6.0,Streaming-hit
495,Royalteen: Princess Margrethe,2023-05-11,Coming-of-age,98,Streaming,4.7,1089.0,tt22488414,R,1,1,0,0,0,0,non-original,2.0,Streaming-flop
496,The Mother,2023-05-12,Action drama,117,Streaming,5.6,52474.0,tt6968614,R,0,0,0,0,0,0,original,6.0,Streaming-hit
497,Fanfic,2023-05-17,Drama,95,Streaming,5.8,1599.0,tt27612422,NC-17,0,0,0,0,0,0,original,0.0,Streaming-flop
498,Kathal – A Jackfruit Mystery,2023-05-19,Dark crime dramedy,115,Streaming,,,,,0,0,0,0,0,0,original,0.0,Streaming-flop
499,Hard Feelings,2023-05-24,Comedy,103,Streaming,4.8,3509.0,tt20256412,R,0,0,0,0,0,0,original,2.0,Streaming-flop
500,Mother's Day,2023-05-24,Action,94,Streaming,5.3,2945.0,tt19724192,R,0,0,0,0,0,0,original,4.0,Streaming-flop
501,Blood and Gold,2023-05-26,War,100,Streaming,,,,,0,0,0,0,0,0,original,0.0,Streaming-flop
502,Where the Tracks End,2023-05-26,Family film,95,Streaming,7.1,1921.0,tt21735972,PG-13,0,0,0,0,0,0,original,3.0,Streaming-flop
503,A Beautiful Life,2023-06-01,Drama,99,Streaming,6.4,9380.0,tt15282148,R,0,0,0,0,0,0,original,7.0,Streaming-hit
504,Missed Connections,2023-06-02,Romantic comedy,107,Streaming,4.4,299.0,tt27703325,Not Rated,0,0,0,0,0,0,original,1.0,Streaming-flop
505,Rich in Love 2,2023-06-02,Romantic comedy,89,Streaming,4.9,596.0,tt23144234,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
506,The Wonder Weeks,2023-06-09,Comedy drama,110,Streaming,,,,,0,0,0,0,0,0,original,2.0,Streaming-flop
507,You Do You,2023-06-09,Romantic comedy,99,Streaming,5.0,2831.0,tt19121700,PG-13,0,0,0,0,0,0,original,4.0,Streaming-flop
508,Black Clover: Sword of the Wizard King,2023-06-16,Anime,113,Streaming,7.4,9651.0,tt22868844,PG-13,0,0,0,0,0,0,original,3.0,Streaming-flop
509,Extraction 2,2023-06-16,Action thriller,123,Streaming,,,,,0,0,0,0,0,0,original,7.0,Streaming-hit
510,iNumber Number: Jozi Gold,2023-06-23,Thriller,113,Streaming,4.4,546.0,tt27728519,Not Rated,0,0,0,0,0,0,original,3.0,Streaming-flop
511,Make Me Believe,2023-06-23,Romantic comedy,104,Streaming,5.7,4073.0,tt21257152,R,0,0,0,0,0,0,original,5.0,Streaming-hit
512,The Perfect Find,2023-06-23,Romantic comedy,99,Streaming,5.2,3819.0,tt8400584,R,0,0,0,0,0,0,original,2.0,Streaming-flop
513,Through My Window 2: Across the Sea,2023-06-23,Romance,111,Streaming,,,,,0,0,0,0,0,0,original,6.0,Streaming-hit
514,Lust Stories 2,2023-06-29,Anthology film,132,Streaming,5.7,52034.0,tt27989067,R,1,1,0,0,0,0,non-original,3.0,Streaming-flop
515,Nimona,2023-06-30,CGI animation science fiction,102,Streaming,7.5,61297.0,tt19500164,PG,0,0,1,0,0,0,non-original,4.0,Streaming-flop
516,Gold Brick,2023-07-06,Comedy,95,Streaming,6.2,3852.0,tt27987407,R,0,0,0,0,0,0,original,4.0,Streaming-flop
517,Seasons,2023-07-07,Romance,109,Streaming,5.1,425.0,tt28022861,R,0,0,0,0,0,0,original,3.0,Streaming-flop
518,The Out-Laws,2023-07-07,Action comedy,95,Streaming,5.4,41283.0,tt11274492,R,0,0,0,0,0,0,original,4.0,Streaming-flop
519,Mr. Car and the Knights Templar,2023-07-12,Drama,110,Streaming,4.4,1531.0,tt27876411,PG-13,0,0,0,0,0,0,original,2.0,Streaming-flop
520,Bird Box Barcelona,2023-07-14,Post-apocalyptic horror-thriller,111,Streaming,,,,,0,0,0,0,0,0,original,4.0,Streaming-flop
521,Love Tactics 2,2023-07-14,Romantic comedy,98,Streaming,5.0,2990.0,tt21308698,PG-13,0,0,0,0,0,0,original,3.0,Streaming-flop
522,The (Almost) Legends,2023-07-19,Comedy,96,Streaming,6.4,667.0,tt21737024,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
523,They Cloned Tyrone,2023-07-21,Sci-fi comedy mystery,119,Streaming,6.7,47398.0,tt9873892,R,0,0,0,0,47000000,0,original,3.0,Streaming-flop
524,Happiness for Beginners,2023-07-27,Romantic comedy,103,Streaming,6.1,22061.0,tt15509244,PG-13,0,0,0,0,0,0,original,3.0,Streaming-flop
525,Paradise,2023-07-27,Sci-fi action-thriller,118,Streaming,6.3,25263.0,tt21308888,R,0,0,0,0,0,0,original,7.0,Streaming-hit
526,The Murderer,2023-07-27,Black comedy,120,Streaming,6.2,1261.0,tt22696230,R,0,0,0,0,0,0,original,1.0,Streaming-flop
527,Today We'll Talk About That Day,2023-07-27,Melodrama,118,Streaming,5.9,242.0,tt21968956,PG-13,0,0,0,0,0,0,original,0.0,Streaming-flop
528,Big Nunu's Little Heist,2023-07-28,Comedy,92,Streaming,4.1,314.0,tt24062912,R,0,0,0,0,0,0,original,1.0,Streaming-flop
529,Soulcatcher,2023-08-02,Thriller,98,Streaming,3.7,1602.0,tt28290233,R,0,0,0,0,0,0,original,3.0,Streaming-flop
530,Head to Head,2023-08-03,Thriller comedy,94,Streaming,6.0,3479.0,tt28306747,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
531,Zom 100: Bucket List of the Dead,2023-08-03,Zombie apocalypse / comedy,129,Streaming,5.5,8090.0,tt20672534,R,0,0,1,0,0,0,non-original,4.0,Streaming-flop
532,Heart of Stone,2023-08-11,Spy thriller,125,Streaming,5.7,67906.0,tt13603966,PG-13,0,0,0,0,0,0,original,5.0,Streaming-hit
533,10 Days of a Bad Man,2023-08-18,Drama,124,Streaming,6.1,3453.0,tt24852002,R,0,0,0,0,0,0,original,2.0,Streaming-flop
534,"Love, Sex & 30 Candles",2023-08-18,Drama,106,Streaming,,,,,0,0,0,0,0,0,original,0.0,Streaming-flop
535,The Monkey King,2023-08-18,CGI animation action comedy,96,Streaming,5.8,7820.0,tt8637498,PG,0,0,0,0,0,0,original,3.0,Streaming-flop
536,Squared Love Everlasting,2023-08-23,Romantic comedy,102,Streaming,4.5,439.0,tt28496500,PG-13,0,0,0,0,0,0,original,2.0,Streaming-flop
537,Killer Book Club,2023-08-25,Slasher,89,Streaming,4.6,5853.0,tt18260564,R,0,0,0,0,0,0,original,3.0,Streaming-flop
538,You Are So Not Invited to My Bat Mitzvah,2023-08-25,Coming-of-age,103,Streaming,5.9,27751.0,tt21276878,PG-13,0,0,0,0,0,0,original,5.0,Streaming-hit
539,The Great Seduction,2023-08-30,Comedy,95,Streaming,6.5,1826.0,tt14542504,R,0,0,0,0,0,0,original,4.0,Streaming-flop
540,A Day and a Half,2023-09-01,Thriller,95,Streaming,5.8,3574.0,tt20414642,R,0,0,0,0,0,0,original,3.0,Streaming-flop
541,Friday Night Plan,2023-09-01,Coming-of-age,108,Streaming,6.6,2116.0,tt28568397,R,0,0,0,0,0,0,original,2.0,Streaming-flop
542,Happy Ending,2023-09-01,Comedy,93,Streaming,5.4,2370.0,tt21087084,R,0,0,0,0,0,0,original,3.0,Streaming-flop
543,What If?,2023-09-07,Romantic drama,112,Streaming,,,,,0,0,0,0,0,0,original,0.0,Streaming-flop
544,Freestyle,2023-09-13,Thriller,88,Streaming,4.8,1469.0,tt28366647,Not Rated,0,0,0,0,0,0,original,2.0,Streaming-flop
545,Ehrengard: The Art of Seduction,2023-09-14,Romantic comedy,94,Streaming,5.8,3458.0,tt27727074,R,0,0,0,0,0,0,original,3.0,Streaming-flop
546,Once Upon a Crime,2023-09-14,Fantasy,107,Streaming,5.3,2395.0,tt15944018,PG,0,0,0,0,0,0,original,3.0,Streaming-flop
547,El Conde,2023-09-15,Black comedy,111,Streaming,6.3,16214.0,tt21113540,R,0,0,0,0,10000000,0,original,2.0,Streaming-flop
548,Love at First Sight,2023-09-15,Romance,91,Streaming,6.8,42211.0,tt2183014,PG-13,0,0,0,0,0,0,original,3.0,Streaming-flop
549,The Abyss,2023-09-15,Disaster,103,Streaming,5.3,11259.0,tt22016156,R,0,0,0,0,0,0,original,7.0,Streaming-hit
550,Jaane Jaan,2023-09-21,Thriller,139,Streaming,7.0,16721.0,tt15748830,R,0,0,0,0,0,0,original,3.0,Streaming-flop
551,Spy Kids: Armageddon,2023-09-22,Action-adventure,97,Streaming,4.3,4428.0,tt13978520,PG,0,0,0,0,0,0,original,3.0,Streaming-flop
552,The Black Book,2023-09-22,Thriller,124,Streaming,5.3,1514.0,tt24083908,R,0,0,0,0,1000000,0,original,3.0,Streaming-flop
553,Forgotten Love,2023-09-27,Drama,140,Streaming,7.5,13667.0,tt26596953,PG-13,0,0,0,0,0,0,original,8.0,Streaming-hit
554,Overhaul,2023-09-27,Action drama,98,Streaming,4.9,978.0,tt16427938,R,0,0,0,0,0,0,original,3.0,Streaming-flop
555,Street Flow 2,2023-09-27,Drama,98,Streaming,5.3,599.0,tt27045321,R,0,0,0,0,0,0,original,2.0,Streaming-flop
556,Love Is in the Air,2023-09-28,Romantic comedy,88,Streaming,5.6,5046.0,tt28073548,PG-13,0,0,0,0,0,0,original,0.0,Streaming-flop
