,Title,Release date,Year,Month,Season,runTime,Genre,MPAA_Rating,is_original,is_franchise,averageRating,numVotes,total_weeks,performance
48,The Old Guard,7/10/2020,2020,7,Summer,125,Superhero,R,0,0,6.7,208995,3,Streaming-flop
49,The Players,7/15/2020,2020,7,Summer,88,Comedy,R,0,0,4.8,1989,0,Streaming-flop
50,Fatal Affair,7/16/2020,2020,7,Summer,89,Psychological thriller,Not Rated,0,0,4.6,7288,0,Streaming-flop
51,Offering to the Storm,7/24/2020,2020,7,Summer,139,Crime thriller,R,0,0,6.2,8364,0,Streaming-flop
52,The Kissing Booth 2,7/24/2020,2020,7,Summer,132,Teen romantic comedy,PG-13,0,0,5.7,43374,1,Streaming-flop
53,Seriously Single,7/31/2020,2020,7,Summer,107,Comedy,Not Rated,0,0,4.6,1398,0,Streaming-flop
54,Raat Akeli Hai,7/31/2020,2020,7,Summer,149,Thriller,Not Rated,0,0,7.2,22543,0,Streaming-flop
55,Work It,8/7/2020,2020,8,Summer,93,Dance comedy,PG-13,0,0,6.1,17760,0,Streaming-flop
56,Gunjan Saxena: The Kargil Girl,8/12/2020,2020,8,Summer,112,Biographical drama,Not Rated,0,0,5.6,36226,0,Streaming-flop
57,Project Power,8/14/2020,2020,8,Summer,113,Superhero,R,0,0,6,103227,0,Streaming-flop
58,Fearless,8/14/2020,2020,8,Summer,91,Animation / Superhero,PG,0,0,5,2100,0,Streaming-flop
59,Crazy Awesome Teachers,8/17/2020,2020,8,Summer,101,Comedy drama,Not Rated,0,0,6.2,611,0,Streaming-flop
60,The Crimes That Bind,8/20/2020,2020,8,Summer,99,Crime drama,Not Rated,0,0,6.7,4872,0,Streaming-flop
61,The Sleepover,8/21/2020,2020,8,Summer,103,Action comedy,PG-13,0,0,5.7,13288,0,Streaming-flop
62,Class of '83,8/21/2020,2020,8,Summer,98,Crime / Drama,Not Rated,0,0,5.8,6214,0,Streaming-flop
63,Dark Forces,8/21/2020,2020,8,Summer,81,Thriller,Not Rated,0,0,2.8,765,0,Streaming-flop
64,All Together Now,8/28/2020,2020,8,Summer,93,Drama,PG,0,0,6.5,5443,0,Streaming-flop
65,Unknown Origins,8/28/2020,2020,8,Summer,96,Thriller,Not Rated,0,0,6.1,8022,0,Streaming-flop
66,Freaks – You're One of Us,9/2/2020,2020,9,Fall/Autumn,92,Supernatural drama,,0,0,,,1,Streaming-flop
67,"Love, Guaranteed",9/3/2020,2020,9,Fall/Autumn,91,Romantic comedy,PG,0,0,5.6,20295,0,Streaming-flop
68,I'm Thinking of Ending Things,9/4/2020,2020,9,Fall/Autumn,134,Psychological thriller,R,0,0,6.5,109074,0,Streaming-flop
69,The Babysitter: Killer Queen,9/10/2020,2020,9,Fall/Autumn,102,Comedy / Horror,R,0,1,5.8,59268,0,Streaming-flop
70,Dad Wanted,9/11/2020,2020,9,Fall/Autumn,103,Family,Not Rated,0,0,5.8,1261,0,Streaming-flop
71,The Devil All The Time,9/16/2020,2020,9,Fall/Autumn,138,Psychological thriller,R,0,0,7.1,167814,0,Streaming-flop
72,The Paramedic,9/16/2020,2020,9,Fall/Autumn,94,Thriller,Not Rated,0,0,5.7,16148,0,Streaming-flop
73,Dolly Kitty Aur Woh Chamakte Sitare,9/18/2020,2020,9,Fall/Autumn,120,Drama,,0,0,,,0,Streaming-flop
74,Whipped,9/18/2020,2020,9,Fall/Autumn,97,Romantic comedy,Not Rated,0,0,4.2,702,0,Streaming-flop
75,The Boys in the Band,9/30/2020,2020,9,Fall/Autumn,122,Drama,R,0,0,6.8,19396,0,Streaming-flop
76,All Because of You,10/1/2020,2020,10,Fall/Autumn,101,Action comedy,Not Rated,0,0,4.1,297,0,Streaming-flop
77,Òlòtūré,10/2/2020,2020,10,Fall/Autumn,106,Crime drama,,0,0,,,0,Streaming-flop
78,Serious Men,10/2/2020,2020,10,Fall/Autumn,114,Comedy drama,Not Rated,0,0,6.8,8637,0,Streaming-flop
79,The Binding,10/2/2020,2020,10,Fall/Autumn,93,Horror,Not Rated,0,0,4.8,5192,0,Streaming-flop
80,Vampires vs. the Bronx,10/2/2020,2020,10,Fall/Autumn,85,Horror comedy,PG-13,0,0,5.7,11946,0,Streaming-flop
81,You've Got This,10/2/2020,2020,10,Fall/Autumn,111,Romantic comedy,Not Rated,0,0,5.9,1574,0,Streaming-flop
82,Hubie Halloween,10/7/2020,2020,10,Fall/Autumn,103,Comedy,PG-13,0,0,5.3,67752,1,Streaming-flop
83,Ginny Weds Sunny,10/9/2020,2020,10,Fall/Autumn,125,Romantic comedy,Not Rated,0,0,5.7,6004,0,Streaming-flop
84,The Forty-Year-Old Version,10/9/2020,2020,10,Fall/Autumn,124,Comedy drama,R,0,0,7.2,5781,0,Streaming-flop
85,A Babysitter's Guide to Monster Hunting,10/15/2020,2020,10,Fall/Autumn,98,Comedy / Fantasy / Family,PG,0,0,5.4,5377,0,Streaming-flop
86,Love Like the Falling Rain,10/15/2020,2020,10,Fall/Autumn,86,Teen romantic drama,Not Rated,0,0,4.8,250,0,Streaming-flop
87,The Trial of the Chicago 7,10/16/2020,2020,10,Fall/Autumn,130,Historical legal drama,R,0,0,7.7,204413,0,Streaming-flop
88,Rebecca,10/21/2020,2020,10,Fall/Autumn,123,Romantic thriller,PG-13,1,1,6.1,50120,0,Streaming-flop
89,Cadaver,10/22/2020,2020,10,Fall/Autumn,86,Horror,Not Rated,0,0,5.2,13446,0,Streaming-flop
90,Over the Moon,10/23/2020,2020,10,Fall/Autumn,100,CGI animation musical fantasy,PG,0,0,6.3,26847,0,Streaming-flop
91,Holidate,10/28/2020,2020,10,Fall/Autumn,104,Christmas romantic comedy,Not Rated,0,0,6.2,87585,0,Streaming-flop
92,Nobody Sleeps in the Woods Tonight,10/28/2020,2020,10,Fall/Autumn,103,Horror,Not Rated,0,0,4.9,15952,1,Streaming-flop
93,His House,10/30/2020,2020,10,Fall/Autumn,93,Thriller,NR,0,0,6.4,54202,0,Streaming-flop
94,Kaali Khuhi,10/30/2020,2020,10,Fall/Autumn,90,Horror,Not Rated,0,0,3.7,1521,0,Streaming-flop
95,Rogue City,10/30/2020,2020,10,Fall/Autumn,116,Crime,PG-13,0,0,6.1,10719,2,Streaming-flop
96,The Day of the Lord,10/30/2020,2020,10,Fall/Autumn,93,Horror,,0,0,,,0,Streaming-flop
97,Operation Christmas Drop,11/5/2020,2020,11,Fall/Autumn,96,Christmas romantic comedy,Not Rated,0,0,5.9,13997,0,Streaming-flop
98,Citation,11/6/2020,2020,11,Fall/Autumn,151,Drama,Not Rated,0,0,6.1,1123,0,Streaming-flop
99,What We Wanted,11/11/2020,2020,11,Fall/Autumn,93,Drama,Not Rated,0,0,5.9,2186,0,Streaming-flop
100,Ludo,11/12/2020,2020,11,Fall/Autumn,150,Anthology / Dark comedy,PG-13,0,0,7.6,45974,0,Streaming-flop
101,Jingle Jangle: A Christmas Journey,11/13/2020,2020,11,Fall/Autumn,119,Family / Christmas musical,PG,0,0,6.4,22138,0,Streaming-flop
102,The Life Ahead,11/13/2020,2020,11,Fall/Autumn,95,Drama,PG-13,1,1,6.8,16367,0,Streaming-flop
103,The Princess Switch: Switched Again,11/19/2020,2020,11,Fall/Autumn,97,Christmas romantic comedy,G,0,1,5.5,15141,0,Streaming-flop
104,Christmas on the Square,11/22/2020,2020,11,Fall/Autumn,98,Christmas musical,PG,0,0,5.2,3321,0,Streaming-flop
105,Hillbilly Elegy,11/24/2020,2020,11,Fall/Autumn,117,Drama,R,0,0,6.7,60682,2,Streaming-flop
106,Notes for My Son,11/24/2020,2020,11,Fall/Autumn,83,Drama,R,0,0,6.5,1106,0,Streaming-flop
107,The Christmas Chronicles: Part Two,11/25/2020,2020,11,Fall/Autumn,115,Christmas comedy,PG,0,1,6,40778,4,Streaming-hit
108,The Beast,11/27/2020,2020,11,Fall/Autumn,99,Action thriller,Not Rated,0,0,5.2,5177,1,Streaming-flop
109,The Call,11/27/2020,2020,11,Fall/Autumn,112,Psychological thriller,NR,1,1,7.1,52239,1,Streaming-flop
110,Finding Agnes,11/30/2020,2020,11,Fall/Autumn,105,Drama,Not Rated,0,0,5,238,0,Streaming-flop
111,Just Another Christmas,12/3/2020,2020,12,Winter,101,Christmas comedy,Not Rated,0,0,6.7,6308,0,Streaming-flop
112,Christmas Crossfire,12/4/2020,2020,12,Winter,106,Christmas thriller,Not Rated,0,0,4.8,1738,0,Streaming-flop
113,Leyla Everlasting,12/4/2020,2020,12,Winter,112,Comedy,Not Rated,0,0,3.7,8296,0,Streaming-flop
114,Mank,12/4/2020,2020,12,Winter,132,Biopic,R,0,0,6.8,103831,0,Streaming-flop
115,The Claus Family,12/7/2020,2020,12,Winter,97,Christmas fantasy,Not Rated,0,0,5.6,3517,6,Streaming-hit
116,Rose Island,12/9/2020,2020,12,Winter,118,Comedy drama,Not Rated,0,0,7,27450,0,Streaming-flop
117,The Prom,12/11/2020,2020,12,Winter,132,Musical,PG-13,0,0,5.9,30464,0,Streaming-flop
118,A California Christmas,12/14/2020,2020,12,Winter,107,Christmas romantic comedy,PG-13,0,0,5.9,12437,0,Streaming-flop
